Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
60,2.0,0.0,0.0,1321.0,20.0,59.0,3492.0,0.1,150.00800000000004,0.0,0.0,686.4996721744537,,,,,,,,,,,,,,,,,,,,,66.27011072666704,47.78693519543382,146.39069847337495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,163.0,1.0,163.0,3655.0,0.1,444.01399999999967,0.0,0.0,906.2883138656616,,,,,,,,,,,,,,,,,,,,,201.43389097911475,122.32250128680981,412.003871509552,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,198.0,2.0,35.0,3690.0,0.1,81.00700000000003,0.0,0.0,910.1180369853973,,,,,,,,,,,,,,,,,,,,,34.40941277293199,27.31680283224662,79.9625156216751,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,260.0,3.0,62.0,3752.0,0.1,168.00500000000002,0.0,0.0,916.788569688797,,,,,,,,,,,,,,,,,,,,,78.46745964769771,51.46093065256587,163.46678761027573,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,338.0,4.0,78.0,3830.0,0.1,192.01300000000006,0.0,0.0,924.7769298553467,,,,,,,,,,,,,,,,,,,,,88.26096314105475,58.04603145168857,185.49945829212373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,410.0,5.0,72.0,3902.0,0.1,198.00500000000002,0.0,0.0,932.050074338913,,,,,,,,,,,,,,,,,,,,,92.8250332999812,59.70966452577286,191.7048155286431,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,479.0,6.0,69.0,3971.0,0.1,186.00600000000003,0.0,0.0,939.1094419956207,,,,,,,,,,,,,,,,,,,,,85.83011128453215,56.97203235391667,180.44443073841336,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,531.0,7.0,52.0,4023.0,0.1,135.00600000000003,0.0,0.0,944.450921535492,,,,,,,,,,,,,,,,,,,,,61.38798898739167,42.712839070556136,132.07784819118982,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,653.0,8.0,122.0,4145.0,0.1,348.0049999999999,0.0,0.0,956.6496155261993,,,,,,,,,,,,,,,,,,,,,163.34691806348062,99.48886836008006,328.73381489222515,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,710.0,9.0,57.0,4202.0,0.1,153.00500000000002,0.0,0.0,962.5523161888123,,,,,,,,,,,,,,,,,,,,,71.26069533522102,47.29253347133676,149.2414740725635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,818.0,10.0,108.0,4310.0,0.1,300.00699999999983,0.0,0.0,973.3547945022583,,,,,,,,,,,,,,,,,,,,,138.40834149715667,88.2657733800255,285.6298732349038,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,844.0,11.0,26.0,4336.0,0.1,57.005999999999986,0.0,0.0,976.2334635257721,,,,,,,,,,,,,,,,,,,,,23.967973485396293,19.792997172807702,56.495767729070096,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,906.0,12.0,62.0,4398.0,0.1,165.00600000000003,0.0,0.0,982.6756935119629,,,,,,,,,,,,,,,,,,,,,75.78611812263159,51.14857128162203,160.62835676156325,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,953.0,13.0,47.0,4445.0,0.1,114.00800000000004,0.0,0.0,987.7487044334412,,,,,,,,,,,,,,,,,,,,,49.1058062463728,37.3830256119569,111.92376270807391,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,977.0,14.0,24.0,4469.0,0.1,54.00499999999999,0.0,0.0,990.4291231632233,,,,,,,,,,,,,,,,,,,,,23.48763901548165,18.669666653252126,53.548339794878395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1015.0,15.0,38.0,4507.0,0.1,93.00600000000003,0.0,0.0,994.295389175415,,,,,,,,,,,,,,,,,,,,,41.183247613069796,30.606933050713735,91.62419335321641,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1125.0,16.0,110.0,4617.0,0.1,312.0049999999999,0.0,0.0,1005.262636423111,,,,,,,,,,,,,,,,,,,,,146.6214199355552,90.14522928765788,296.4692859096224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1166.0,17.0,41.0,4658.0,0.1,99.00700000000003,0.0,0.0,1009.5345344543457,,,,,,,,,,,,,,,,,,,,,42.99468865855959,32.68056447341025,97.43899832264601,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1295.0,18.0,129.0,4787.0,0.1,369.0049999999999,0.0,0.0,1022.4209370613098,,,,,,,,,,,,,,,,,,,,,173.04442615777222,104.88380621585654,347.37667499897066,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1412.0,19.0,117.0,4904.0,0.1,330.00599999999986,0.0,0.0,1034.0770914554596,,,,,,,,,,,,,,,,,,,,,153.67629483680216,95.49801801029473,312.65086257838857,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1524.0,20.0,112.0,5016.0,0.1,318.0049999999999,0.0,0.0,1045.1944515705109,,,,,,,,,,,,,,,,,,,,,149.41787149001289,91.71097732693836,301.8736438070891,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,71.0,1.0,71.0,5087.0,0.1,195.00500000000002,0.0,0.0,1287.019458770752,,,,,,,,,,,,,,,,,,,,,91.39280685754271,58.88976513218047,188.89370923788098,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,100.0,2.0,29.0,5116.0,0.1,66.00600000000003,0.0,0.0,1290.153930902481,,,,,,,,,,,,,,,,,,,,,28.245404536903695,22.55162298348457,65.31745285669032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,261.0,3.0,161.0,5277.0,0.1,456.0079999999998,0.0,0.0,1306.190149307251,,,,,,,,,,,,,,,,,,,,,208.795497010742,128.87871447103555,423.23797769869043,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,373.0,4.0,112.0,5389.0,0.1,315.00599999999986,0.0,0.0,1317.3574931621552,,,,,,,,,,,,,,,,,,,,,146.69942716570657,91.58629107456672,299.17371240854567,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,415.0,5.0,42.0,5431.0,0.1,102.00700000000003,0.0,0.0,1321.5614726543427,,,,,,,,,,,,,,,,,,,,,44.429129827760526,33.563946531178125,100.34155932432337,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,443.0,6.0,28.0,5459.0,0.1,63.005999999999986,0.0,0.0,1324.517572402954,,,,,,,,,,,,,,,,,,,,,26.816592720227625,21.637106658389214,62.37983268937968,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,485.0,7.0,42.0,5501.0,0.1,108.00500000000002,0.0,0.0,1328.8837428092957,,,,,,,,,,,,,,,,,,,,,49.55019265609497,34.57617595211362,106.13605788816244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,537.0,8.0,52.0,5553.0,0.1,117.01200000000006,0.0,0.0,1334.2887172698975,,,,,,,,,,,,,,,,,,,,,46.651288436173985,39.14988417551913,114.81564948463874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,612.0,9.0,75.0,5628.0,0.1,204.00600000000003,0.0,0.0,1341.9163892269135,,,,,,,,,,,,,,,,,,,,,94.41219420709943,61.91638474715807,197.31952716927896,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,677.0,10.0,65.0,5693.0,0.1,171.00700000000003,0.0,0.0,1348.7178654670715,,,,,,,,,,,,,,,,,,,,,77.44991544163715,53.29752437526404,166.30519959027458,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,946.0,11.0,269.0,5962.0,0.1,804.0,0.0,0.0,1375.5509235858917,,,,,,,,,,,,,,,,,,,,,371.10085109287326,204.10193676546075,705.5843341399632,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1003.0,12.0,57.0,6019.0,0.1,153.00500000000002,0.0,0.0,1381.455008983612,,,,,,,,,,,,,,,,,,,,,71.26069533522102,47.29253347133676,149.2414740725635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1032.0,13.0,29.0,6048.0,0.1,69.00500000000002,0.0,0.0,1384.5343353748322,,,,,,,,,,,,,,,,,,,,,30.699001579513798,23.195093236090933,68.25116302908926,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1065.0,14.0,33.0,6081.0,0.1,69.00900000000004,0.0,0.0,1388.2207341194153,,,,,,,,,,,,,,,,,,,,,26.981670928542357,23.94147151630541,68.25504669770682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1375.0,15.0,310.0,6391.0,0.1,873.0179999999996,0.0,0.0,1418.6168332099915,,,,,,,,,,,,,,,,,,,,,405.9003199914202,212.50684826393876,748.6855231634645,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1494.0,16.0,119.0,6510.0,0.1,336.00599999999986,0.0,0.0,1430.3057744503021,,,,,,,,,,,,,,,,,,,,,156.46095983227343,97.056612031073,318.0228735040944,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1648.0,17.0,154.0,6664.0,0.1,441.00599999999986,0.0,0.0,1445.393761396408,,,,,,,,,,,,,,,,,,,,,204.62666615488178,123.79001523838951,410.31371051947696,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1792.0,18.0,144.0,6808.0,0.1,408.00699999999983,0.0,0.0,1459.4538283348083,,,,,,,,,,,,,,,,,,,,,188.28864393738257,116.16647520330343,381.6563663493496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1854.0,19.0,62.0,6870.0,0.1,165.00600000000003,0.0,0.0,1466.057059288025,,,,,,,,,,,,,,,,,,,,,75.78611812263159,51.14857128162203,160.62835676156325,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1960.0,20.0,106.0,6976.0,0.1,300.0049999999999,0.0,0.0,1476.5652403831482,,,,,,,,,,,,,,,,,,,,,141.0178956448822,87.00340084021394,285.62807358073053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,200.0,1.0,200.0,7176.0,0.1,585.0039999999999,0.0,0.0,1802.5195665359497,,,,,,,,,,,,,,,,,,,,,271.6340433054576,157.36858667501835,531.740139878526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,340.0,2.0,140.0,7316.0,0.1,396.00699999999983,0.0,0.0,1816.5093660354614,,,,,,,,,,,,,,,,,,,,,182.8013316809641,113.12132484758195,371.1567559197489,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,448.0,3.0,108.0,7424.0,0.1,300.00699999999983,0.0,0.0,1827.1652808189392,,,,,,,,,,,,,,,,,,,,,138.40834149715667,88.2657733800255,285.6298732349038,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,635.0,4.0,187.0,7611.0,0.1,543.0049999999999,0.0,0.0,1845.9149544239044,,,,,,,,,,,,,,,,,,,,,251.7303485158396,148.09008538304755,496.92477745767616,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,815.0,5.0,180.0,7791.0,0.1,519.0059999999999,0.0,0.0,1863.5612547397614,,,,,,,,,,,,,,,,,,,,,239.7141319471833,143.01523656638915,476.8106006401869,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,890.0,6.0,75.0,7866.0,0.1,186.01200000000006,0.0,0.0,1871.171858549118,,,,,,,,,,,,,,,,,,,,,78.96929971236557,59.400011462308356,180.45002211578202,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,953.0,7.0,63.0,7929.0,0.1,162.00800000000004,0.0,0.0,1877.6843521595001,,,,,,,,,,,,,,,,,,,,,71.99036234268601,51.19373157967485,157.78802543525592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1032.0,8.0,79.0,8008.0,0.1,219.00500000000002,0.0,0.0,1885.8246221542358,,,,,,,,,,,,,,,,,,,,,102.82773284116118,65.41976989435902,211.3040058131688,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1213.0,9.0,181.0,8189.0,0.1,522.0059999999999,0.0,0.0,1903.3839399814606,,,,,,,,,,,,,,,,,,,,,241.05192379415746,143.74427299722325,479.3337900395467,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1367.0,10.0,154.0,8343.0,0.1,438.00699999999983,0.0,0.0,1918.5837590694427,,,,,,,,,,,,,,,,,,,,,201.9464025004757,123.72179785363124,407.7222908743849,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1416.0,11.0,49.0,8392.0,0.1,117.00900000000004,0.0,0.0,1923.6231932640076,,,,,,,,,,,,,,,,,,,,,49.50444414081549,38.53783792285091,114.81279301032768,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1579.0,12.0,163.0,8555.0,0.1,468.00599999999986,0.0,0.0,1939.7101213932037,,,,,,,,,,,,,,,,,,,,,216.83893617989267,130.5043693606565,433.5278756260542,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1633.0,13.0,54.0,8609.0,0.1,144.00500000000002,0.0,0.0,1945.206053495407,,,,,,,,,,,,,,,,,,,,,66.92848269448233,44.77605411289188,140.67206539321901,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1661.0,14.0,28.0,8637.0,0.1,63.005999999999986,0.0,0.0,1948.323600769043,,,,,,,,,,,,,,,,,,,,,26.816592720227625,21.637106658389214,62.37983268937968,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1884.0,15.0,223.0,8860.0,0.1,642.0079999999998,0.0,0.0,1970.0326147079468,,,,,,,,,,,,,,,,,,,,,291.2254020443214,173.7427448974332,578.2205983201583,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2161.0,16.0,277.0,9137.0,0.1,789.0129999999997,0.0,0.0,1997.1837916374207,,,,,,,,,,,,,,,,,,,,,347.6996014096607,210.6599316844116,694.0876917052431,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2251.0,17.0,90.0,9227.0,0.1,252.00500000000002,0.0,0.0,2006.1651849746704,,,,,,,,,,,,,,,,,,,,,118.46298859142229,74.29462755450047,241.82674268540015,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2527.0,18.0,276.0,9503.0,0.1,825.0,0.0,0.0,2033.4197475910187,,,,,,,,,,,,,,,,,,,,,379.87438909115696,208.70861711820814,721.5971412962924,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2829.0,19.0,302.0,9805.0,0.1,777.0419999999998,0.0,0.0,2062.9283187389374,,,,,,,,,,,,,,,,,,,,,367.6346660215464,184.04086357008447,667.3503642396083,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,3090.0,20.0,261.0,10066.0,0.1,627.0510000000002,0.0,0.0,2088.8832409381866,,,,,,,,,,,,,,,,,,,,,318.59828882825116,164.82346922752907,544.9862741779084,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,177.0,1.0,177.0,10243.0,0.1,507.00699999999983,0.0,0.0,2584.2843272686005,,,,,,,,,,,,,,,,,,,,,233.03118715550758,140.79513540385727,466.6933999800354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,474.0,2.0,297.0,10540.0,0.1,888.0,0.0,0.0,2613.0462386608124,,,,,,,,,,,,,,,,,,,,,405.9562758388309,222.33343704668272,768.9681534145433,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,769.0,3.0,295.0,10835.0,0.1,867.0049999999999,0.0,0.0,2642.4488246440887,,,,,,,,,,,,,,,,,,,,,390.5722710881374,221.9754209803953,753.2920107585063,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,936.0,4.0,167.0,11002.0,0.1,480.00599999999986,0.0,0.0,2658.5421147346497,,,,,,,,,,,,,,,,,,,,,222.2439366383662,133.46817134977164,443.7783755541257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,976.0,5.0,40.0,11042.0,0.1,102.00500000000002,0.0,0.0,2662.8978548049927,,,,,,,,,,,,,,,,,,,,,46.6485527959388,32.851813683515296,100.33963682216995,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1135.0,6.0,159.0,11201.0,0.1,462.0039999999999,0.0,0.0,2678.9251203536987,,,,,,,,,,,,,,,,,,,,,216.8228155535841,127.55777774907352,428.3855149714082,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1282.0,7.0,147.0,11348.0,0.1,420.00599999999986,0.0,0.0,2694.076396226883,,,,,,,,,,,,,,,,,,,,,195.07929961151837,118.5233747262469,392.11317719832647,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1357.0,8.0,75.0,11423.0,0.1,204.00600000000003,0.0,0.0,2701.802518606186,,,,,,,,,,,,,,,,,,,,,94.41219420709943,61.91638474715807,197.31952716927896,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1612.0,9.0,255.0,11678.0,0.1,747.0049999999999,0.0,0.0,2726.695507287979,,,,,,,,,,,,,,,,,,,,,340.28286422249766,195.5586700933337,661.5553187053551,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1693.0,10.0,81.0,11759.0,0.1,216.00800000000004,0.0,0.0,2734.8748140335083,,,,,,,,,,,,,,,,,,,,,97.64850559909709,66.22838527463334,208.51529311741487,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1943.0,11.0,250.0,12009.0,0.1,732.0049999999999,0.0,0.0,2759.183069705963,,,,,,,,,,,,,,,,,,,,,333.9042777047571,192.17990123428174,649.8279366191123,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2165.0,12.0,222.0,12231.0,0.1,648.0049999999999,0.0,0.0,2781.098291158676,,,,,,,,,,,,,,,,,,,,,297.79821055092657,172.9357599891838,583.0593328640897,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2206.0,13.0,41.0,12272.0,0.1,105.00500000000002,0.0,0.0,2785.335029602051,,,,,,,,,,,,,,,,,,,,,48.09946755428571,33.7149955385206,103.2392971853478,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,2229.0,14.0,23.0,12295.0,0.1,48.005999999999986,0.0,0.0,2788.0125925540924,,,,,,,,,,,,,,,,,,,,,19.725345821033756,16.982783526256018,47.6475645276069,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,2256.0,15.0,27.0,12322.0,0.1,60.005999999999986,0.0,0.0,2790.8718242645264,,,,,,,,,,,,,,,,,,,,,25.390634937395678,20.71768939631719,59.43927196134103,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2320.0,16.0,64.0,12386.0,0.1,171.00600000000003,0.0,0.0,2797.301501274109,,,,,,,,,,,,,,,,,,,,,78.65908657336368,52.818787962857634,166.3042606763969,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,2576.0,17.0,256.0,12642.0,0.1,753.0039999999999,0.0,0.0,2822.453722000122,,,,,,,,,,,,,,,,,,,,,349.08851921811555,190.70409553590486,664.9666073282116,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2795.0,18.0,219.0,12861.0,0.1,627.0089999999998,0.0,0.0,2844.081419944763,,,,,,,,,,,,,,,,,,,,,283.3995049395541,170.9242760398541,566.0760945312054,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2907.0,19.0,112.0,12973.0,0.1,318.0049999999999,0.0,0.0,2855.254205942154,,,,,,,,,,,,,,,,,,,,,149.41787149001289,91.71097732693836,301.8736438070891,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,3144.0,20.0,237.0,13210.0,0.1,666.0139999999997,0.0,0.0,2878.173951625824,,,,,,,,,,,,,,,,,,,,,296.1971047215314,179.30518159783523,597.0087065854619,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,206.0,1.0,206.0,13416.0,0.1,585.0099999999999,0.0,0.0,3385.474864721298,,,,,,,,,,,,,,,,,,,,,272.49075396025825,156.53405337176554,529.9362472424244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,288.0,2.0,82.0,13498.0,0.1,225.00600000000003,0.0,0.0,3394.1479637622833,,,,,,,,,,,,,,,,,,,,,104.39036585233664,67.6340255264054,216.87953218494613,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,448.0,3.0,160.0,13658.0,0.1,459.00599999999986,0.0,0.0,3410.163830757141,,,,,,,,,,,,,,,,,,,,,212.7760346217844,128.2733256494309,425.8130347169138,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,477.0,4.0,29.0,13687.0,0.1,63.006999999999984,0.0,0.0,3413.2158398628235,,,,,,,,,,,,,,,,,,,,,25.89286875161175,21.816574319199916,62.380806037472155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,752.0,5.0,275.0,13962.0,0.1,795.0089999999998,0.0,0.0,3440.1529865264893,,,,,,,,,,,,,,,,,,,,,365.71009238254055,197.51226765486308,695.8296881413964,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
